Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Iceland,ISL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.0326618,50.02363691,50.07952497,50.27152231,50.65346795,50.94419486,50.87200793,50.54861982,50.29670188,50.21093478,50.16901417,50.15214922,50.16847554,50.24436658,50.42377299,50.75924245,51.09138508,51.27531363,51.29640084,51.25683503,51.25623828,51.25626802
Israel,ISR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.3160516,49.33628664,49.35704836,49.37988932,49.40381966,49.42509375,49.44325567,49.45951243,49.48676015,49.5259559,49.56512725,49.60439651,49.64303726,49.67928681,49.71674869,49.75205364,49.78115607,49.80971591,49.83451307,49.85530995,49.87765964,49.90234911
Italy,ITA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.38568619,48.40444631,48.43093825,48.44952591,48.45177306,48.44289276,48.43159796,48.42059498,48.40346559,48.39316168,48.41040672,48.44027531,48.46278913,48.49644146,48.54814712,48.61007507,48.6727811,48.70461278,48.71871247,48.73919083,48.76373098,48.79307491
Jamaica,JAM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.5479948,49.55619086,49.558525,49.55688804,49.55570593,49.55818128,49.56573662,49.57491567,49.58154955,49.58788043,49.60107862,49.62156467,49.64243684,49.65665812,49.66038046,49.65634943,49.64779228,49.636449,49.62594436,49.6146508,49.60000028,49.58340766
Jordan,JOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.7292474,51.65755301,51.61046073,51.57836512,51.54367968,51.5111632,51.48049721,51.45086058,51.42251233,51.39533445,51.36961143,51.57868663,51.94754555,52.0811026,52.04245887,52.0041788,51.96599574,51.92793356,51.88873428,51.84795356,51.80739737,51.76815807
Japan,JPN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.92389068,48.89472392,48.86496406,48.8351444,48.80744515,48.7832478,48.76077387,48.73976016,48.72160806,48.70696354,48.6950396,48.68461219,48.67478289,48.66558424,48.65615586,48.64462301,48.63172932,48.61901237,48.61010114,48.60471495,48.59946648,48.59399218
Kazakhstan,KAZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.56030118,47.54532614,47.53125628,47.51883721,47.51093805,47.51732711,47.53614002,47.5643183,47.603209,47.64663236,47.68660968,47.72771769,47.77358251,47.8177535,47.87041308,47.9256628,47.97443902,48.01972437,48.05280695,48.08381126,48.12403837,48.16838261
Kenya,KEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.61021602,49.63046895,49.65012769,49.6686718,49.68424996,49.69772557,49.70963124,49.71788785,49.72047595,49.71474706,49.70423644,49.69431623,49.68167452,49.66446316,49.6507294,49.63647953,49.61590128,49.60053737,49.59182684,49.5781145,49.56282531,49.5533768
Kyrgyz Republic,KGZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.74780196,48.75892921,48.77400215,48.79120697,48.80613557,48.82432954,48.84430863,48.86301194,48.88458204,48.90739681,48.93131154,48.9589409,48.98755972,49.01916828,49.04819451,49.07034678,49.08924151,49.10202869,49.10729767,49.10516545,49.09826724,49.0914722
Cambodia,KHM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.2252013,49.25863192,49.29374708,49.33088782,49.36726593,49.40232775,49.43870748,49.45956905,49.46472079,49.46936249,49.47411988,49.47778563,49.48022187,49.48351301,49.4854583,49.48835139,49.49067839,49.49031161,49.4943971,49.50302378,49.49669135,49.48154086
Kiribati,KIR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.07575758,49.07106954,49.06156468,49.02713826,48.99633304,48.98821546,48.97755035,48.96033813,48.92819112,48.88369087,48.83979286,48.79049695,48.73853111,48.69716469,48.66723482,48.63993619,48.61812025,48.60714257,48.6268711,48.67079473,48.7251585,48.79152155
St. Kitts and Nevis,KNA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.69090437,49.64140337,49.58136539,49.52166934,49.45172164,49.37785813,49.30655696,49.2365605,49.1741029,49.13936235,49.1084711,49.0443193,48.96942811,48.88051894,48.79049134,48.69728994,48.60869747,48.51819249,48.42785777,48.34474646,48.28461716,48.23369281
"Korea, Rep.",KOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.17708753,50.12689174,50.07414522,50.02204969,49.98007361,49.94591627,49.91108632,49.87561646,49.84825367,49.86825674,49.92574775,49.98088256,50.03387295,50.08010389,50.08336389,50.05065942,50.01843957,49.98561786,49.95989175,49.94190349,49.92193116,49.89904905
Kuwait,KWT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,58.85167464,59.00297215,59.15520035,59.04765271,58.60208707,58.10491513,57.66168854,57.26826564,56.92957291,56.89158907,57.0962125,57.2804522,57.83683151,59.84205152,60.83881638,60.80029984,61.51786407,61.65639143,61.25660598,60.95589436,60.81108527,60.70149518
Latin America & Caribbean (excluding high income),LAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.4856551,49.47408139,49.46356051,49.45340517,49.44371234,49.43424564,49.42196915,49.40727916,49.39409883,49.3831332,49.37287719,49.36273028,49.35425293,49.34618509,49.33739085,49.32840344,49.31893421,49.30811606,49.28845559,49.2592776,49.23625652,49.22312313
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.19613453,50.1927997,50.18450402,50.18910058,50.21302114,50.23925124,50.26565954,50.29276412,50.31868841,50.34514295,50.37385522,50.40239416,50.42803851,50.43761112,50.43201178,50.42653407,50.42309605,50.41845921,50.41158434,50.40466356,50.39764393,50.38982659
Lebanon,LBN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.51529978,49.53080121,49.54617658,49.55936235,49.56269926,49.56262548,49.57061862,49.58299461,49.59910325,49.6185969,49.64028027,49.66235247,49.68387123,49.59748021,49.3919665,49.16883442,48.92868048,48.67120831,48.53120906,48.51902441,48.4969504,48.46817198
Liberia,LBR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.25091461,49.26167836,49.27503974,49.30239493,49.33357875,49.36750222,49.40308735,49.43785841,49.4713375,49.51125886,49.54775679,49.5767749,49.60592097,49.63357991,49.66008988,49.68679058,49.71138532,49.73517082,49.75748803,49.77789185,49.79937507,49.82093346
Libya,LBY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.91233609,51.56852122,51.236883,50.92209882,50.77389326,50.78712657,50.80875093,50.82449568,50.83204097,50.87595093,50.90952611,50.88331742,50.84721219,50.79556897,50.74147639,50.71219256,50.70129595,50.67692806,50.64605312,50.62164481,50.60025621,50.57425627
St. Lucia,LCA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.48176441,49.53234343,49.58140271,49.62814265,49.66900943,49.71644838,49.77220957,49.82791948,49.8610583,49.86552035,49.85328435,49.83043833,49.79920368,49.76626068,49.73046204,49.6892692,49.64640673,49.60270574,49.55784799,49.50709988,49.45484468,49.40777028
Latin America & Caribbean,LCN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.50392745,49.49211642,49.48114683,49.47064944,49.46066702,49.45080165,49.43810299,49.42310603,49.4096712,49.39850572,49.38815863,49.37782874,49.3688651,49.3601857,49.35046179,49.34033312,49.33072609,49.31856856,49.29723488,49.26839934,49.24576509,49.23256955
Least developed countries: UN classification,LDC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.92222111,49.90902408,49.89460918,49.87746652,49.85418983,49.8299819,49.80409358,49.77845313,49.76210478,49.75151256,49.74226245,49.73336204,49.72597669,49.72264127,49.72482202,49.72887414,49.72906775,49.72596362,49.72761341,49.73256163,49.73121811,49.72653524
Low income,LIC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.72019723,49.73824427,49.75627441,49.77302933,49.78895717,49.80368553,49.81708798,49.82967601,49.84211945,49.85508443,49.86704824,49.87638501,49.88425201,49.89197267,49.89973431,49.90653931,49.91072079,49.91396558,49.91755491,49.91893083,49.91816561,49.91833492
Liechtenstein,LIE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.21793844,49.24411765,49.27405248,49.27896425,49.29060735,49.31721195,49.35736279,49.41275403,49.44608362,49.46530714,49.48911108,49.50279846,49.54172957,49.58104671,49.62376027,49.66085143,49.66082607,49.63879216,49.60006193,49.57606496,49.58934066,49.62358529
Sri Lanka,LKA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.56845396,49.45419874,49.34590723,49.24372261,49.13937129,49.02823421,48.91208033,48.78993883,48.67189325,48.56820144,48.49623976,48.44817913,48.40268751,48.36227463,48.32412732,48.28797275,48.25575711,48.22642975,48.19778459,48.17839312,48.16178604,48.13970799
Lower middle income,LMC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.01358918,51.00897483,51.00210014,50.99315852,50.98121502,50.96723531,50.95081695,50.93292654,50.91764489,50.9048157,50.89239817,50.88068909,50.87082254,50.85671693,50.83827289,50.82195676,50.80671967,50.79110669,50.7762541,50.76097095,50.74467992,50.73074113
Low & middle income,LMY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.60509414,50.60615907,50.60682969,50.60620673,50.60387751,50.60034793,50.59494772,50.58846177,50.5828065,50.57771034,50.57258527,50.56710449,50.56214957,50.55502492,50.54345688,50.53067288,50.51794111,50.50429629,50.48868415,50.47027114,50.45406092,50.4381885
Lesotho,LSO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.90660184,48.90714139,48.9055014,48.90099443,48.8906201,48.92246649,48.96702479,48.99149848,49.03000721,49.07426447,49.12372403,49.17116656,49.21264465,49.24459092,49.27038555,49.29303511,49.31303989,49.33077294,49.34053503,49.34125343,49.33141067,49.31618775
Late-demographic dividend,LTE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.28768054,50.28960454,50.29063421,50.29404127,50.30483647,50.32254492,50.34193764,50.35832284,50.367085,50.37171224,50.37762371,50.38228948,50.38478824,50.38775982,50.38656827,50.37788658,50.36578791,50.34901981,50.32355153,50.29512303,50.274748,50.25656548
Lithuania,LTU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.31971282,46.25018193,46.18600353,46.12129183,46.05646459,45.99204625,45.94777659,45.94059574,45.95741536,45.99509387,46.05066821,46.12004072,46.20162695,46.29722667,46.40029751,46.51307476,46.63370337,46.74784834,46.84659289,46.92862508,46.96847881,46.98214212
Luxembourg,LUX,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.31387961,49.3731043,49.46044894,49.50909951,49.53810721,49.55967058,49.60287331,49.67702283,49.74283629,49.83674446,49.94506064,50.02725267,50.08101513,50.1489266,50.21059362,50.24325698,50.27594409,50.29751296,50.31765596,50.32949019,50.3303742,50.33187327
Latvia,LVA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,45.585312,45.57097416,45.56527379,45.54950682,45.53296795,45.52811903,45.5306239,45.54140712,45.56156705,45.58521195,45.62361587,45.68168326,45.74386673,45.81529201,45.89870867,45.98247856,46.06639699,46.15056703,46.23542212,46.31993165,46.38470463,46.43011106
"Macao SAR, China",MAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.97438093,47.97063128,47.96847301,47.96641146,47.9608977,47.95470863,47.9598819,47.96867893,47.97370163,47.95211234,47.85986142,47.72656031,47.59809788,47.47650913,47.3624834,47.25708532,47.15963815,47.06616259,46.97072084,46.93893304,46.92103204,46.85215771
St. Martin (French part),MAF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.47240051,48.31344546,48.16649846,48.01805572,47.85419653,47.71118182,47.58166624,47.45654821,47.38329036,47.38927098,47.42130683,47.46485592,47.52843084,47.56996002,47.579788,47.57653061,47.55996691,47.54989282,47.54400516,47.5397521,47.53232047,47.51691243
Morocco,MAR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.04996107,50.06803148,50.07352382,50.07982413,50.10033399,50.12369915,50.14848747,50.17493591,50.20095417,50.22438055,50.24478018,50.26337045,50.28180857,50.30095623,50.31732464,50.33041016,50.34392725,50.35693186,50.35588545,50.34353488,50.32938917,50.3117174
Monaco,MCO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.68770456,48.70961753,48.71882368,48.72903768,48.74574365,48.76347296,48.77910991,48.80404926,48.84863464,48.91442039,48.98270893,49.03316867,49.06120188,49.08324266,49.05991206,49.02008422,48.9940317,48.99551763,49.00872109,49.0159734,49.0060051,48.99302973
Moldova,MDA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.36893878,47.37363281,47.36662635,47.37003365,47.39524311,47.42201322,47.4518036,47.47912517,47.50129548,47.51766697,47.52752274,47.53416478,47.544645,47.55530929,47.55979849,47.56060828,47.55163938,47.53372819,47.50559752,47.46804351,47.61059897,47.69519528
Madagascar,MDG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.24748526,50.24751316,50.24402801,50.23879359,50.23425219,50.22736811,50.22036845,50.21475968,50.20903497,50.20220011,50.19445935,50.18459541,50.17426925,50.16705624,50.16043681,50.15331182,50.14623299,50.1379102,50.12696289,50.11450027,50.10253037,50.09178344
Maldives,MDV,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.62821092,51.63007274,51.63718205,51.64583184,52.00269719,52.77430904,53.59189986,54.36071247,55.0837309,55.76460848,56.41161277,57.02421593,57.38425582,57.50765642,57.61537649,57.70613112,57.7764937,57.80364236,57.75661985,57.67225294,57.52624636,57.30882249
Middle East & North Africa,MEA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.30364513,51.31334103,51.32278555,51.351342,51.42613428,51.52777516,51.63041231,51.71364604,51.75264368,51.76749357,51.78059121,51.78851552,51.79625803,51.83017564,51.87050035,51.87844894,51.86728717,51.84010488,51.77518544,51.70904419,51.67297568,51.64141785
Mexico,MEX,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.93755994,48.94358834,48.94977347,48.95497259,48.95805927,48.95924141,48.95796889,48.95450339,48.95159662,48.95474159,48.96001897,48.96199942,48.96208809,48.95948933,48.95491307,48.94739433,48.93417841,48.91639755,48.87958808,48.81896502,48.77877794,48.76500681
Marshall Islands,MHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.27899295,51.27080542,51.25746303,51.24132727,51.2267562,51.2195122,51.20224469,51.18392327,51.21124757,51.24124521,51.23460338,51.2307213,51.21680319,51.20218579,51.18665811,51.17087333,51.16223445,51.14022536,51.1137217,51.08917955,51.05487262,51.0167635
Middle income,MIC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.68280193,50.68367043,50.68397029,50.68297191,50.68027795,50.67635523,50.67039245,50.6632669,50.65701195,50.65125395,50.64544361,50.63933898,50.63391874,50.62614933,50.6135245,50.59965714,50.58614594,50.57177198,50.55515112,50.53560667,50.5188186,50.50221509
North Macedonia,MKD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.08778358,50.06875434,50.0540977,50.03901548,50.02236825,50.00715147,49.99537442,49.98337151,49.97019813,49.957775,49.94789181,49.9378037,49.92630472,49.91679167,49.90707024,49.89836547,49.89100971,49.88406831,49.87437662,49.85889043,49.84359469,49.83283621
Mali,MLI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.49071922,50.49866859,50.50324283,50.50580966,50.50758096,50.50941303,50.51188854,50.51453721,50.51631506,50.51724673,50.51891689,50.51866225,50.51635688,50.51403952,50.51259602,50.51160315,50.50830985,50.50501706,50.50093667,50.49419121,50.48696998,50.48048618
Malta,MLT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.67099004,49.66025179,49.64481235,49.62482448,49.59934046,49.58102897,49.58260865,49.60722022,49.6710487,49.7741819,49.91428379,50.08810925,50.28928795,50.51896824,50.77303001,51.03452159,51.2929579,51.55201684,51.79137609,52.01272715,52.13000154,52.1462853
Myanmar,MMR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.96658149,49.95189166,49.93796163,49.9259447,49.9167219,49.91055646,49.92196306,49.93236268,49.92477778,49.91578391,49.90488406,49.89428478,49.88311895,49.87074904,49.85800893,49.84520163,49.83154791,49.81750639,49.80266438,49.78368932,49.76543258,49.75075945
Middle East & North Africa (excluding high income),MNA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.53273792,50.53365728,50.53928132,50.54197483,50.54485949,50.54532271,50.54289409,50.5418914,50.54248444,50.54527001,50.54298346,50.54001066,50.54198694,50.5380807,50.52714217,50.51423791,50.50082593,50.48778613,50.47582046,50.46353793,50.44993738,50.43627974
Montenegro,MNE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.47369444,48.44145103,48.45346971,48.49978274,48.54705989,48.59595235,48.6384065,48.67518402,48.70405233,48.71586671,48.73477808,48.75525676,48.7594081,48.76349836,48.76923368,48.76810059,48.76673714,48.76030305,48.74270326,48.71890026,48.69363177,48.6832087
Mongolia,MNG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.70502486,49.72330112,49.73449033,49.74392939,49.75434306,49.76848325,49.78619052,49.80543463,49.81916878,49.80243723,49.76501863,49.73641136,49.71743024,49.70542194,49.69815699,49.69583628,49.69461038,49.6868919,49.66386236,49.62873927,49.59404019,49.56104407
Northern Mariana Islands,MNP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.18563542,48.55473514,48.92903836,49.32126041,49.74114441,50.20142744,50.72294776,51.31449804,51.96627655,52.39908606,52.565939,52.73009724,52.89069732,53.04383274,53.19461013,53.34029845,53.48083651,53.61426451,53.70560832,53.75194519,53.75269924,53.71314965
Mozambique,MOZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.6810232,48.67515891,48.67650523,48.67938007,48.68129226,48.68724734,48.68828103,48.68575804,48.69704382,48.72615262,48.76639457,48.81264575,48.86092257,48.90737506,48.96367204,49.01194602,49.03121879,49.03911249,49.05119561,49.06066239,49.06415981,49.07365926
Mauritania,MRT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.93512783,49.84282041,49.75420615,49.67082288,49.59504795,49.52827137,49.40528915,49.2300645,49.06963407,48.92676426,48.80181116,48.75877614,48.78860546,48.81851493,48.84784631,48.87679492,48.90524109,48.93257044,48.95781002,48.98380793,49.01097708,49.03807103
Mauritius,MUS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.89229901,49.8685545,49.84460724,49.81892583,49.79106824,49.75916586,49.72320731,49.68668644,49.65324585,49.62448571,49.59980446,49.57538249,49.54891716,49.52236897,49.49513529,49.46703626,49.44012611,49.41251073,49.38027227,49.34472233,49.30867916,49.27311913
Malawi,MWI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.53234308,48.47478463,48.42156473,48.37269733,48.33003984,48.30195155,48.31347566,48.35335954,48.3922801,48.42719846,48.45730936,48.4832954,48.50348034,48.5223044,48.54223554,48.56048266,48.57759601,48.59372576,48.6077739,48.62204849,48.63860238,48.65573836
Malaysia,MYS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.91582481,51.01629137,51.10948865,51.19593253,51.27608446,51.35288214,51.42628245,51.49578959,51.50933408,51.47015332,51.43251842,51.39741562,51.36420061,51.33089486,51.29622084,51.26129737,51.22746126,51.19501817,51.16317946,51.1306202,51.09823818,51.06677713
North America,NAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.27817421,49.27565135,49.28112474,49.28922168,49.29428286,49.29433064,49.29159878,49.28816622,49.28495843,49.30579051,49.34882291,49.38962799,49.42663794,49.45951459,49.49156366,49.52285139,49.55072228,49.57479124,49.57614792,49.55361753,49.53211017,49.52053268
Namibia,NAM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.43383064,48.45112703,48.45896115,48.46069393,48.45662699,48.44508454,48.42898293,48.41122887,48.39694351,48.38440399,48.36897397,48.35296733,48.34023703,48.33031352,48.31971221,48.30812329,48.29648997,48.28565169,48.27692602,48.26455022,48.24920959,48.2400164
New Caledonia,NCL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.54232006,50.46509151,50.4020549,50.43383814,50.5147882,50.55360172,50.58974146,50.6062823,50.57415865,50.51726792,50.46166095,50.40811306,50.34971759,50.27099409,50.1804418,50.09126109,50.0014041,49.91204525,49.84060921,49.77831828,49.73133299,49.7076702
Niger,NER,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.43518184,50.46932785,50.50004545,50.52538678,50.54822192,50.56862815,50.58750871,50.60611058,50.62395694,50.64023771,50.65576379,50.67008613,50.68232967,50.6908145,50.6968277,50.70308008,50.71044686,50.71689495,50.72143135,50.7237794,50.72265975,50.72002584
Nigeria,NGA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.28342601,50.29068516,50.29736792,50.30274028,50.30923698,50.31956176,50.33320885,50.35003566,50.36658592,50.38242245,50.39737192,50.41085471,50.42372236,50.43780432,50.45504238,50.47287899,50.48960086,50.50593717,50.51816106,50.52780858,50.5388137,50.54984295
Nicaragua,NIC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.3178749,49.2988622,49.27948583,49.26965441,49.26926074,49.26910667,49.26905993,49.26906708,49.26929741,49.2698172,49.27056265,49.27151922,49.27280792,49.27466398,49.27743306,49.2809078,49.2840409,49.28525595,49.28062085,49.27538559,49.2745228,49.27387526
Netherlands,NLD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.47972976,49.4850219,49.48648234,49.48593427,49.48654809,49.48650596,49.4891126,49.4946544,49.50052407,49.51243819,49.52854876,49.54523389,49.56322316,49.58370369,49.60565575,49.62848106,49.65046944,49.66959549,49.68251272,49.68946438,49.70241427,49.72143452
Norway,NOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.55806381,49.56537187,49.57767138,49.59708579,49.64668113,49.74839566,49.85845062,49.92792801,49.98281095,50.06672977,50.16118569,50.22796215,50.28057057,50.32799292,50.36382455,50.38416703,50.39114737,50.40937468,50.43123038,50.44509359,50.45883394,50.47053902
Nepal,NPL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.28472088,50.15145481,50.0018401,49.83320595,49.64570835,49.44500855,49.23861144,49.02763875,48.81927099,48.59481445,48.34145814,48.07941697,47.84405464,47.67363658,47.59118653,47.56624337,47.54730044,47.53042539,47.63577185,47.84741223,47.94568342,47.9417405
Nauru,NRU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.58921843,51.51778809,51.43686502,51.3471603,51.21429959,51.10548359,51.03973445,50.98211668,50.98134948,51.02596519,51.06281118,51.02861418,51.00548446,51.0147519,50.99239311,50.95873994,50.93928212,50.91493571,50.88103938,50.84325793,50.7972845,50.75899844
New Zealand,NZL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.04555658,49.04333173,49.02329073,48.98812688,48.95341554,48.92767821,48.9159411,48.91300862,48.90652775,48.89688353,48.89417552,48.92190883,48.98120263,49.04644065,49.10870227,49.16597349,49.26256467,49.43968926,49.55123685,49.56131194,49.56949354,49.5767296
OECD members,OED,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.09642231,49.09728728,49.1011812,49.10637887,49.11072285,49.11415556,49.11766114,49.11922765,49.12023792,49.130822,49.14979884,49.16771242,49.18430887,49.20142935,49.21737796,49.23074089,49.24241883,49.25166896,49.25110817,49.23927565,49.23318547,49.23239255
Oman,OMN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,56.90054205,56.71343971,56.75331277,56.99600667,57.22935865,57.45342902,57.66785564,57.87134708,59.29750159,61.54175255,63.36048494,64.44244736,64.63460777,64.75539246,65.17258707,65.19179172,64.57869184,63.54222068,62.08534624,61.09469566,60.86784558,60.69674687
Other small states,OSS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.23690589,50.28852254,50.38891072,50.51203583,50.63855467,50.76596554,50.89215905,51.01999982,51.09713875,51.1318075,51.20342558,51.2611066,51.27340391,51.33552422,51.449194,51.5649912,51.62987775,51.64227829,51.61956082,51.5820586,51.556936,51.52617616
Pakistan,PAK,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.62130589,51.6113246,51.59697512,51.58050458,51.55846086,51.52906298,51.49498267,51.45778773,51.41947604,51.38248547,51.34964115,51.31971081,51.29131572,51.18456051,50.99852176,50.83799861,50.71568421,50.61282722,50.53577815,50.48175596,50.44458798,50.42155861
Panama,PAN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.22460822,50.21693433,50.20930771,50.20121796,50.1918765,50.18070214,50.16756903,50.153076,50.13827344,50.1240012,50.11132233,50.10071814,50.09184084,50.08413992,50.07724144,50.07020156,50.06207303,50.05280527,50.03893446,50.02044232,50.00271062,49.98944739
Peru,PER,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.88478115,49.90203032,49.92156532,49.94298736,49.96554747,49.98778863,49.947697,49.84978624,49.76290108,49.69090724,49.63239996,49.58542131,49.55434632,49.54328235,49.55577849,49.56754976,49.56517748,49.56055107,49.54076829,49.51765319,49.50745953,49.50151981
Philippines,PHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.56390819,50.57737897,50.58940341,50.60223913,50.6150412,50.61668603,50.59472237,50.5588817,50.54305465,50.55814111,50.5831021,50.60693566,50.62896248,50.65380236,50.68097372,50.70480988,50.72544022,50.74354595,50.75982626,50.77036922,50.77862687,50.78846919
Palau,PLW,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,54.32471916,54.15995976,53.97096499,53.78447885,53.63678067,53.48549003,53.34519946,53.1870817,53.02049622,52.83442982,52.65797392,52.73237855,53.06248595,53.13026863,52.93556354,52.74990189,52.55821764,52.34985488,52.1756065,52.04172215,51.93021324,51.8274449
Papua New Guinea,PNG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.17601885,52.16029276,52.1438017,52.12780232,52.11510003,52.10536932,52.09325093,52.07694367,52.06047682,52.03797743,52.00725842,51.97342785,51.93793165,51.89917871,51.85748242,51.81663967,51.77673348,51.73455848,51.68873928,51.63994706,51.58740558,51.53322902
Poland,POL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.57432346,48.5577203,48.54043324,48.52116649,48.49655016,48.46875051,48.44793284,48.43766555,48.43206476,48.42488307,48.41680217,48.41036887,48.40584459,48.40114215,48.39477659,48.39029916,48.38883171,48.38684747,48.37626195,48.35667875,48.4120827,48.45572207
Pre-demographic dividend,PRE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.73870906,49.7502858,49.76040787,49.76943524,49.77867731,49.78913165,49.80018455,49.8105667,49.82152798,49.83304884,49.84383863,49.85492159,49.8658457,49.87869688,49.89357741,49.90673319,49.9166888,49.92489864,49.93218575,49.93762596,49.94198105,49.94680578
Puerto Rico,PRI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.10825387,48.08789563,48.06626187,48.04279739,48.01784701,47.9918632,47.96430931,47.93581816,47.90393666,47.86849329,47.83143083,47.79143562,47.74660745,47.69417285,47.63279479,47.56449604,47.48515411,47.3977698,47.31198901,47.23500535,47.16934258,47.11083043
"Korea, Dem. People's Rep.",PRK,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.74699488,48.76887517,48.78774125,48.80569182,48.82235388,48.83796141,48.85344329,48.87078739,48.89364949,48.92348785,48.95970189,49.00181863,49.04921096,49.10442487,49.16403012,49.22312664,49.28186118,49.34054129,49.39894192,49.454913,49.50290793,49.54242835
